id,caption,media_type,permalink,timestamp,like_count,comments_count,reach,impressions,saved,shares,plays,total_interactions
18009645356019188,"顔が近すぎる

期末試験終わったのでまた動画上げていきます

#おすすめ#高校生#vlog#fyp#routine",VIDEO,https://www.instagram.com/reel/Czv2g_DpC8q/,2023-11-17T12:48:59+0000,4210,43,5934,0,853,2,0,5108
17997675779072702,"テスト前でネタが無いので次回以降質問コーナーやってみます

#おすすめ#高校生#vlog#fyp#毛穴洗浄",VIDEO,https://www.instagram.com/reel/CzGow_-phnN/,2023-11-01T12:39:01+0000,2399,27,3808,0,322,0,0,2748
17998899782504234,"グクには及ばないけど、、
Calvin Klein着てみました。

#自分磨き#おすすめ#高校生#vlog#fyp
#calvinklein#jungkook",VIDEO,https://www.instagram.com/reel/CysyBWAJqnD/,2023-10-22T11:41:24+0000,2452,28,4694,0,513,0,0,2993
18004911917105749,"友達を撮ったら音源にぴったりでかっこよすぎた。

たまにはこういう投稿も失礼します🙇
#fyp#高校生",VIDEO,https://www.instagram.com/reel/CyqVnyaJ0JE/,2023-10-21T12:55:08+0000,1496,10,4196,0,164,0,0,1670
17913924119818705,"3年になってからほぼ毎日同じ生活してる気がする

ネタ切れ感が否めないので
どなたか心優しい方ネタ提供お願いします🙇

#自分磨き#おすすめ#高校生#vlog#fyp#routine",VIDEO,https://www.instagram.com/reel/CynvAQXJLmE/,2023-10-20T12:39:16+0000,41938,153,12359,0,9520,6,0,51617
17995709225507166,"映えスポットが人気な理由が分かりました

#おすすめ#高校生#vlog#fyp",VIDEO,https://www.instagram.com/reel/CyVsOoppPlR/,2023-10-13T12:26:48+0000,1882,23,3543,0,247,0,0,2152
18024152179666209,"最近高校生らしいことしてる気がする
勉強もしないと...
#自分磨き#男磨き##高校生#vlog#fyp",VIDEO,https://www.instagram.com/reel/CyGbbv8JN1Q/,2023-10-07T14:12:43+0000,1676,10,2880,0,241,1,0,1928
18033475180601044,"1人行動がいいと思ってたけど
友達と遊ぶのもやっぱり楽しい

#朝活#自分磨き#男磨き#高校生#おすすめ#vlog#fyp",VIDEO,https://www.instagram.com/reel/CyDoS4dpwu2/,2023-10-06T12:05:28+0000,10104,58,3418,0,2021,1,0,12184
17985440495378204,#朝活#男磨き#自分磨き#筋トレ#高校生#おすすめ#1日の過ごし方#vlog,VIDEO,https://www.instagram.com/reel/Cx0XhKppa3e/,2023-09-30T13:50:14+0000,1775,21,2580,0,241,0,0,2037
17987191205168310,"かっこつけて英語にしました、すみません

#朝活#男磨き#自分磨き#おすすめ#1日の過ごし方#adayinmylife#workout#vlog",VIDEO,https://www.instagram.com/reel/CxxvDe0pE3f/,2023-09-29T13:19:24+0000,1302,24,2723,0,237,0,0,1563
17996299340013708,"#朝活#朝活高校生#男磨き#自分磨き#おすすめ#1日の過ごし方#workout#vlog#routine
#モイスティーヌ代官山サロン",VIDEO,https://www.instagram.com/reel/CxkvcEQJe99/,2023-09-24T12:11:54+0000,1445,24,2623,0,244,1,0,1714
17952584465552764,"学校の人に結構バレてて恥ずかしい
意識高い系だから余計に😇

#朝活#朝活高校生#男磨き#自分磨き#おすすめ#1日の過ごし方#vlog#routine",VIDEO,https://www.instagram.com/reel/CxUI54Eyf3Z/,2023-09-18T01:27:40+0000,3431,46,2807,0,798,1,0,4276
17991439637248654,#朝活#朝活高校生#男磨き#自分磨き#おすすめ#1日の過ごし方#workout#vlog#routine,VIDEO,https://www.instagram.com/reel/CxQJXKeS1vI/,2023-09-16T12:14:03+0000,7440,22,3206,0,1210,0,0,8672
18300878254187192,#朝活#男磨き#自分磨き#モチベ動画#おすすめ#高校生#筋トレ#workout#vlog#routine,VIDEO,https://www.instagram.com/reel/CxK_PhVSD6U/,2023-09-14T12:09:20+0000,18678,261,13954,0,4927,7,0,23874
18002125742024241,休息日でした🙇#自分磨き#おすすめ#高校生#男子高校生#06#workout#vlog#routine,VIDEO,https://www.instagram.com/reel/CxF9J2SSLHN/,2023-09-12T13:16:31+0000,1644,5,3072,0,262,1,0,1912
17943475217603977,"朝活頑張りました
自分以外家族の誕生日が9月なの何なんだ。仲間はずれ🤔
#男磨き#自分磨き#モチベ動画#高校生#workout#vlog#routine",VIDEO,https://www.instagram.com/reel/CxA0z6kSD0r/,2023-09-10T13:25:59+0000,643,3,3690,0,89,0,0,735
17998418546317401,#男磨き#自分磨き#おすすめ#高校生#workout#vlog#routine,VIDEO,https://www.instagram.com/reel/Cw-CTiDyWHL/,2023-09-09T11:26:07+0000,1018,14,4275,0,295,0,0,1327
17881167227877252,意識高い系高校生の1日#高校生#自分磨き#routine,VIDEO,https://www.instagram.com/reel/Cw5AsjwSfnO/,2023-09-07T12:36:58+0000,919,6,4046,0,190,0,0,1115
18255465145164527,"インスタも勉強しつつ頑張ります
#自分磨き#高校生#筋トレ
#vlog#1日の過ごし方",VIDEO,https://www.instagram.com/reel/CwxNkzRyb9r/,2023-09-04T11:57:21+0000,1016,10,6048,0,247,1,0,1274
17959791509635993,"沢山の出会い、英語勉強、そしてTikTok、ロンドンでの濃い夏休みはあっという間でした🇬🇧
#ロンドン#高校生",CAROUSEL_ALBUM,https://www.instagram.com/p/CwWQUhNyBxC/,2023-08-25T00:38:17+0000,427,0,2019,0,58,0,0,485
